ELCODE_BCD,sp_code_calc
ILARA20030,lissvale
ILARA21010,porhcave
ILARA26010,anthmonm
ILARA26020,anthcoyl
ILARA27020,islamuma
ILARA28010,phansubt
ILARA29030,apoccoec
ILARA29040,apochols
ILARA30050,klepregu
ILARA30060,klepanop
ILARA30070,klepbino
ILARA30080,klepgert
ILARA30090,kleplutz
ILARA30100,klepprox
ILARA30110,klepsimi
ILARA30120,klepsp1
ILARA30320,kleppoly
ILARA31020,chitcavi
ILARA31030,chitsupe
ILARA31040,chitsp1
ILARA32010,vaejcaro
ILARA35010,mundhols
ILARA36010,nesttenn
ILARA36080,nesthols
ILARA36090,nestmimu
ILARA36100,nestpayn
ILARA41030,hypothor
ILARA41040,hypopoco
ILARA41050,hypogert
ILARA44010,agelkast
ILARA45010,casttril
ILARA46010,bathweye
ILARA48030,hespmira
ILARA52010,gnapfont
ILARA65010,barrjeff
ILARA66010,pisadubi
ILARA68010,anahpunc
ILARA69010,antrrobu
ILARA70010,xystemer
ILARA71010,amaubore
ILARA72010,clubspir
ILARAAS010,leiohoff
ILARAH4090,drasloui
ILARAH4180,drassp1
ILARAQ7010,gastcanc
IMBIV01020,actiliga
IMBIV01030,actipect
IMBIV02040,alasmarg
IMBIV02090,alasundu
IMBIV03020,amblplic
IMBIV04080,utteimpl
IMBIV09010,cycltube
IMBIV14020,elliangu
IMBIV14500,ellicong
IMBIV14100,ellidila
IMBIV14120,ellifish
IMBIV14220,elliprod
IMBIV14470,ellicomp
IMBIV14480,elliroan
IMBIV14490,elliicte
IMBIV16010,epioarca
IMBIV16063,epioflor1
IMBIV16070,epiohays
IMBIV16080,epioleni
IMBIV16090,epiolewi
IMBIV16170,epiostew
IMBIV16181,epiogube
IMBIV17020,pleubarn
IMBIV17120,fuscsubr
IMBIV21050,lampcari
IMBIV21070,lampfasc
IMBIV21110,lampabru
IMBIV21130,lampovat
IMBIV21250,lampcard
IMBIV21360,lampradi
IMBIV22030,lasmcost
IMBIV24030,leptochr
IMBIV26010,ligunasu
IMBIV28020,mediconr
IMBIV35220,pleuovif
IMBIV35240,pleuplen
IMBIV35250,pleurubr
IMBIV37010,potaalat
IMBIV38010,ptycfasc
IMBIV42030,stroundu
IMBIV43030,toxolivi
IMBIV46010,uniocaro
IMBIV47040,villcons
IMBIV47050,villfaba
IMBIV47060,villiris
IMBIV47150,villvanu
IMBIV48010,corbflum
IMBIV50010,musclacu
IMBIV50020,muscpart
IMBIV50030,muscsecu
IMBIV50040,musctran
IMBIV51010,pisiadam
IMBIV51030,pisicase
IMBIV51040,pisicomp
IMBIV51070,pisidubi
IMBIV51080,pisiequi
IMBIV51120,pisiidah
IMBIV51160,pisiniti
IMBIV51180,pisipunc
IMBIV51230,pisivari
IMBIV51250,pisiwalk
IMBIV51350,pisisimp
IMBIV52020,sphafaba
IMBIV52040,sphaocci
IMBIV52070,sphasimi
IMBIV52080,sphastri1
IMBIV54010,pygacata
IMBIV54030,pygagran
IMBIV55010,utteimbe
IMBIVAE010,dreipoly
IMBIVBM010,mytileuc
IMGAS03010,hendoccu
IMGAS07010,caryclap
IMGAS07020,caryexig
IMGAS07030,caryexil
IMGAS07050,carynann
IMGAS11010,cochlubr1
IMGAS11020,cochlubr2
IMGAS11030,cochmors
IMGAS13030,colusimp
IMGAS15010,gastarmi
IMGAS15050,gastcont
IMGAS15060,gastcort
IMGAS15070,gastcris
IMGAS15090,gastholz
IMGAS15100,gastpell
IMGAS15110,gastpent
IMGAS15130,gastproc
IMGAS15190,gasttapp
IMGAS15200,gastclap
IMGAS16010,pupoalbi
IMGAS17030,pupimusc
IMGAS20080,vertboll
IMGAS20100,vertclap
IMGAS20140,vertelat
IMGAS20150,vertgoul
IMGAS20200,vertmili
IMGAS20250,vertovat
IMGAS20260,vertosca
IMGAS20270,vertparv
IMGAS20290,vertpygm
IMGAS20330,verttrid
IMGAS20520,vertvent
IMGAS20360,verttesk
IMGAS20400,vertoral
IMGAS22020,vallcost
IMGAS22040,vallexce
IMGAS22060,vallparv
IMGAS22070,vallpers
IMGAS22080,vallpulc
IMGAS24010,stroaene
IMGAS24040,strolaby
IMGAS24050,strotexa
IMGAS26010,ceciacic
IMGAS28020,opeapyrg
IMGAS30010,subuocto
IMGAS36040,haplconc
IMGAS47010,puncblan
IMGAS47040,puncminu
IMGAS47060,puncsmit
IMGAS47070,puncvitr
IMGAS50050,helienne
IMGAS50070,helihade
IMGAS50090,heliiner
IMGAS50110,helimult
IMGAS50120,helinoti
IMGAS50140,helipara
IMGAS50180,helishim
IMGAS50190,helising
IMGAS50200,helitrio
IMGAS53010,angualte
IMGAS53030,anguferg
IMGAS53040,angumord
IMGAS53090,angustro
IMGAS53100,angujess
IMGAS54010,discbrya
IMGAS54030,disccats
IMGAS54050,discwhit
IMGAS54080,discnigr
IMGAS54090,discpatu
IMGAS63010,palldors
IMGAS63030,pallfost
IMGAS63040,pallhemp
IMGAS63100,pallsecr
IMGAS63110,pallvari
IMGAS64010,philcaro
IMGAS64020,philtoga
IMGAS64030,philvenu
IMGAS64040,philvirg
IMGAS64050,philflex
IMGAS66010,catiokla
IMGAS66110,catihubr
IMGAS66130,catiavar
IMGAS67030,oxyleffu
IMGAS67090,oxylretu
IMGAS67140,oxylsube
IMGAS68050,succcamp
IMGAS68110,succoval
IMGAS68220,succwils
IMGAS68230,succchit
IMGAS70010,eucocher
IMGAS70020,eucofulv
IMGAS70030,eucodent
IMGAS70040,eucotroc
IMGAS71030,guppster
IMGAS72010,gastfont
IMGAS72020,gastinte
IMGAS73010,glypcaro
IMGAS73030,glypcryp
IMGAS73040,glypcumb
IMGAS73060,glypinde
IMGAS73090,glyplewi
IMGAS73100,glypluti
IMGAS73140,glyppice
IMGAS73150,glypprae
IMGAS73160,glyprade
IMGAS73170,glyprhoa
IMGAS73200,glypscul
IMGAS73240,glypvirg
IMGAS73250,glypwhea
IMGAS73270,glypsoli
IMGAS74010,hawaalac
IMGAS74020,hawaminu
IMGAS75030,mesocapn
IMGAS75040,mesocupr
IMGAS75080,mesoinor
IMGAS75100,mesoperl
IMGAS75130,mesoruge
IMGAS75140,mesosubp
IMGAS76030,nesoelec
IMGAS78070,parablar
IMGAS78080,paracalc
IMGAS78090,paracaps
IMGAS78150,paragrim
IMGAS78170,paralame
IMGAS78200,paramira
IMGAS78210,paramult
IMGAS78240,parapont
IMGAS78250,pararees
IMGAS78270,parasera
IMGAS78350,paratrid
IMGAS78390,paraplac
IMGAS81010,striexig
IMGAS81020,striferr
IMGAS81030,strimeri
IMGAS81040,strimili
IMGAS82010,ventacer
IMGAS82020,ventarce
IMGAS82040,ventceri
IMGAS82050,ventcoel
IMGAS82060,ventcoll
IMGAS82070,ventdecu
IMGAS82080,ventdemi
IMGAS82100,ventgula
IMGAS82110,ventinte
IMGAS82120,ventlasm
IMGAS82130,ventlawa
IMGAS82140,ventlige
IMGAS82170,ventpils
IMGAS82180,ventsupp
IMGAS82190,ventthel
IMGAS82200,ventvirg
IMGAS84010,vitrlati
IMGAS85010,zoniarbo
IMGAS85020,zonielli
IMGAS87040,derolaev
IMGAS88030,limamaxi
IMGAS89010,milagaga
IMGAS91020,alloprof
IMGAS94030,euchfrat
IMGAS94050,euchleai
IMGAS94052,euchleaialic
IMGAS95010,mesoandr
IMGAS95020,pateappr
IMGAS95070,fumochri
IMGAS95090,mesoclau
IMGAS95092,mesoclauclau
IMGAS95130,mesoelev
IMGAS95160,inflinfl
IMGAS95180,inflkalm
IMGAS95220,mesomitc
IMGAS95230,mesonorm
IMGAS95250,patepans
IMGAS95290,inflruge
IMGAS95320,mesosaya
IMGAS95350,mesothyr
IMGAS95370,fumowhea
IMGAS95371,fumowheaclin
IMGAS95380,mesozale
IMGAS95430,patelaev
IMGAS96150,lobopust
IMGAS96240,millplic
IMGAS98020,stenalti
IMGAS98030,stenbarb
IMGAS98120,stenedva
IMGAS98150,stenhirs
IMGAS98200,stenpilu
IMGAS98220,stenspin
IMGAS98320,stenburr
IMGAS98340,stensten
IMGASA1010,trioalab
IMGASA1020,trioalbo
IMGASA1040,trioburc
IMGASA1100,triodent
IMGASA1110,triodeno
IMGASA1140,triofall
IMGASA1141,triofallaffi
IMGASA1160,triofrau
IMGASA1190,triohope
IMGASA1420,triojuxt
IMGASA1220,triomajo
IMGASA1240,triomess
IMGASA1270,trioobso
IMGASA1310,triopend
IMGASA1320,triopice
IMGASA1340,triorugo
IMGASA1360,triotrid
IMGASA1370,triotenn
IMGASA1390,triovulg
IMGASA1410,trioante
IMGASD7020,heliaspe
IMGASD8010,cepahort
IMGASD8020,cepanemo
IMGASE1010,otallact
IMGASE5010,valvbica
IMGASE5080,valvtric
IMGASE6040,campdeci
IMGASE7010,cipachin
IMGASE8030,liopsubc
IMGASF0010,vivigeor
IMGASF3010,bithtent
IMGASF4070,amnilimo
IMGASF4130,lyoggran
IMGASF9050,cincinte
IMGASG5040,fontnick
IMGASG5050,fontorol
IMGASG5060,fonttart
IMGASG6010,gillalti
IMGASH3030,litttenu
IMGASJ0920,pyrglust
IMGASJ2210,somapenn
IMGASJ2340,somavirg
IMGASJ9040,pomacinc
IMGASJ9060,pomalapi
IMGASK2070,elimater
IMGASK2180,elimcate
IMGASK2190,elimcari
IMGASK2220,elimclav
IMGASK2330,elimdisl
IMGASK2560,elimprox
IMGASK2600,elimsemi
IMGASK2620,elimsimp
IMGASK2650,elimsymm
IMGASK2740,elimvirg
IMGASK5100,leptprae
IMGASK5140,athecras
IMGASK5160,leptcari
IMGASK5170,leptdila
IMGASK5210,leptvirg
IMGASK7050,pleucana
IMGASK7090,pleugrad
IMGASK7170,pleuunci
IMGASL1060,fossdall
IMGASL1070,fossexig
IMGASL1100,fosshumi
IMGASL1120,fossobru
IMGASL1130,fossparv
IMGASL3010,pseucolu
IMGASL4010,radiauri
IMGASL5040,stagcape
IMGASL5170,stagneop
IMGASL8010,apleelon
IMGASL9110,physanci
IMGASL9120,physhete1
IMGASL9130,physgyri
IMGASL9140,physpomi
IMGASM0130,physhend
IMGASM5030,gyradefl
IMGASM5050,gyraparv
IMGASM6010,heliance
IMGASM8020,micrbrog
IMGASM8030,micrdila
IMGASN0020,planarmi
IMGASN0170,plantriv
IMGASN1010,promexac
IMGASN3050,ferrrivu
IMGASN3080,ferrfrag
IMGASN4010,hebeexce
IMGASN5020,laevfusc
IMGASQ0010,megamuta
IMGASQ0030,megaweth
IMGASR1060,melabide
IMGASS9020,holssp1
IPTUR01030,phagmorg
IPTUR01040,phaggrac
IPTUR03010,proctyph
IPTUR04010,sphahols
IPTUR04020,sphasubt1
IPTUR04030,sphavirg
IPTUR04040,sphacons
IPTUR04070,sphachan
IPTUR04140,sphahypo
IPTUR09010,geoccave
ITUNI03020,pseutube
ITUNI03030,pseunodo
ITUNI03060,pseuprin
ITUNI03070,pseuvalg
ITUNI03080,pseumomu
ITUNI03090,pseuarme
ITUNI03100,pseualec
ITUNI03110,pseuhobb
ITUNI03120,pseusubl
ITUNI03130,pseufrem
ITUNI03150,pseusp32
ITUNI03210,pseudepr
ITUNI03490,pseupisc
ITUNI03500,pseuryen
ITUNI03510,pseucont
ITUNI03520,pseuculv
ITUNI03530,pseuferg
ITUNI03540,pseuhubb2
ITUNI03550,pseuinex
ITUNI03560,pseujacu
ITUNI03570,pseujohn
ITUNI03580,pseuloom
ITUNI03590,pseuornd
ITUNI03600,pseupepo
ITUNI03610,pseusali
ITUNI03620,pseucerb
ITUNI04040,conovene
ITUNI04050,conomeli
ITUNI04060,conoaeto
ITUNI04070,conocele
ITUNI04080,conosp1
ITUNI05020,zygopack
ITUNI05030,zygoweye
ITUNI05040,zygowhit
ITUNI05050,tricluna
ITUNI05060,tricdux
ITUNI17010,polyfasc
ITUNI18010,onomunde
ITUNI19010,tricsinu
ITUNI20010,petastri
ITUNI20020,petarosa
ITUNI21010,narcannu
ITUNI21020,narcamer
ITUNI22010,cambannu
ITUNI22020,cambhubr
ITUNI22030,cambmino
ITUNI23010,okeaamer
ITUNI24010,orinnigr
ITUNI25010,thallitt
ITUNI26010,virgminu
ITUNI27010,blangutt
ITUNI28010,nopokoch
ITUNI29010,aniuorie
ITUNI29020,aniusp1
ITUNI30010,ptyoimpr
ITUNI31010,tenisp1
ITUNI32010,urobcana
ITUNI32020,urobsp1
ITUNI32030,urobjers
ITUNI33010,allalond
ITUNI33020,allalate
ITUNI34010,bracpusi
ITUNI35010,ophypilo
ITUNI36010,andrcort
ITUNI37010,bracleco
ITUNI38010,abacmagn
ITUNI38020,abaclact
ITUNI38030,abactess
ITUNI39010,stricolu
ITUNI39020,strigran
ITUNI39030,stricaus
ITUNI39040,strisp1
ITUNI40010,cleimajo
ITUNI40030,cleilach
ITUNI40040,cleihoff
ITUNI40050,cleifide
ITUNI40060,cleimedi
ITUNI40070,cleicaes
ITUNI40080,cleifust
ITUNI42010,buotcaro
ITUNI43010,borastri
ITUNI43020,borainfe
ITUNI44010,gyalmont
ITUNI45010,chergeor
ITUNI45011,chergeorlata
ITUNI46010,pleuflav
ITUNI47010,aphevirg
ITUNI47011,aphevirgvirg
ITUNI47012,aphevirgcorr
ITUNI47020,aphetiga
ITUNI47030,aphemont
ITUNI48010,dixibroo
ITUNI48020,dixipela
ITUNI48021,dixipelacoro
ITUNI48030,dixifowl
ITUNI49010,sigmlati
ITUNI49011,sigmlatilati
ITUNI50010,braccedr
ITUNI50020,bracdent
ITUNI50050,brachoff
ITUNI50090,appasepa
ITUNI50091,bracsepacalc
ITUNI50092,appasepahama
ITUNI50093,appasepavers
ITUNI50110,appaeuty
ITUNI50111,appaetho
ITUNI50190,bracshea
ITUNI50200,bracvirg
ITUNI51020,nanneric
ITUNI51040,nannmorr
ITUNI51050,nannshen
ITUNI51060,nannsimp
ITUNI51070,nannwils
ITUNI51080,nannsp1
ITUNI52010,semiplac
ITUNI53010,ruditrim
ITUNI53011,ruditrimtrim
ITUNI53012,ruditrimtort
ITUNI53020,rudiklei
ITUNI54010,autueryt
ITUNI55010,euryleac
ITUNI55011,euryleacfrat
ITUNI56010,desmearl
ITUNI57010,oxidgrac
ITUNI58010,bracsupe
ITUNI59010,polyangu
ITUNI60010,pseucoll
ITUNI61020,pseupalu
ITUNI61030,polybran
ITUNI61040,polyserr
ITUNI62010,scytgran
ITUNI62030,scytvirg
ITUNI62031,scytmich
ITUNI62032,scytvirgvirg
ITUNI63010,chaealbu
ITUNI64010,nampturb
ITUNI66010,escacryp
ITUNI66020,escaores
ITUNI66030,escaetho
ITUNI89010,rhysrest
NBANT01060,anthpunc
NBANT02020,notoorbi
NBHEP04050,spheminu
NBHEP05010,aneuping
NBHEP0C080,astetene
NBHEP0E020,neooatte
NBHEP0F030,bazznudi
NBHEP0F050,bazztric
NBHEP0F060,bazztril
NBHEP0G010,blaspusi
NBHEP0M012,calyneog
NBHEP0P030,cephcate
NBHEP0P040,cephconn
NBHEP0P080,cephlunu
NBHEP0P0A0,cephmacr
NBHEP0P0C0,cephbicu
NBHEP0Q0J0,cephspin
NBHEP0Q0T0,cephhamp
NBHEP0Q0W0,cephrube
NBHEP0U020,chilpall
NBHEP0X010,colobidd
NBHEP0Y020,conosale
NBHEP15020,diplandr
NBHEP15030,diplapic
NBHEP15090,dipltaxi
NBHEP17010,drepappa
NBHEP190A0,fosswond
NBHEP190C0,fossfove
NBHEP1A030,frulbrit
NBHEP1A0A0,frulebor
NBHEP1A0D0,frulinfl
NBHEP1A0N1,frulasag
NBHEP1A0R0,frulcaul
NBHEP1N010,jubupenn
NBHEP1P0B0,jungleia
NBHEP1Q030,kurzsylv
NBHEP1R0J0,lejeruth
NBHEP1U010,leptcune
NBHEP1V010,leucclyp
NBHEP1W010,lophbide
NBHEP1W030,lophcusp
NBHEP1W040,lophhete
NBHEP1W060,lophmino
NBHEP1Y060,lophbicr
NBHEP1Z010,lunucruc
NBHEP21070,marcpoly
NBHEP220A0,marsparo
NBHEP27020,metzconj
NBHEP27030,metzcras
NBHEP27070,metzcons
NBHEP2A050,nardlesc
NBHEP2C010,nowecurv
NBHEP2D070,odondenu
NBHEP2D090,odonspha
NBHEP2F010,palllyel
NBHEP2H020,pellepip
NBHEP2H050,apopmega
NBHEP2H080,pellnees
NBHEP2L020,plagrupe
NBHEP2M090,plagexig
NBHEP2M0P0,plagsull
NBHEP2M0Z0,plagpore
NBHEP2Q040,porepinn
NBHEP2Q0H0,poreplat
NBHEP2U030,ptilpulc
NBHEP2V040,raducomp
NBHEP2V070,raduobco
NBHEP2V0B0,radutena
NBHEP2W010,rebohemi
NBHEP2Y010,ricccham
NBHEP2Y030,ricclati
NBHEP2Y040,riccmult
NBHEP2Y050,riccpalm
NBHEP2Z030,riccbeyr
NBHEP2Z0D0,riccflui
NBHEP2Z0J0,riccmemb
NBHEP2Z0M0,riccsoro
NBHEP2Z0N0,riccsull
NBHEP30010,riccnata
NBHEP330P0,scapnemo
NBHEP33170,scapundu
NBHEP36010,sphepear
NBHEP3B010,trictome
NBHEP3C010,tritexse1
NBHEP3C020,tritexse2
NBHEP3K020,schiinci
NBHEP3L010,soleappa
NBHEP3M010,jameautu
NBMUS01030,acautriq
NBMUS06020,amblserp
NBMUS06022,amblserpjura
NBMUS06030,amblvari
NBMUS07030,amphmoug
NBMUS08010,anacspla
NBMUS0A140,andrroth
NBMUS0A150,andrrupe
NBMUS0C010,anomatte
NBMUS0C020,anommino
NBMUS0C030,anomrost
NBMUS0C040,anomruge
NBMUS0C050,anomviti
NBMUS0F010,aphaserr
NBMUS0G020,archdonn
NBMUS0G060,archohio
NBMUS0K020,astomueh
NBMUS0K030,astophas
NBMUS0M020,atriangu
NBMUS0M030,atricris
NBMUS0M080,atriundu
NBMUS0N030,aulahete
NBMUS0N040,aulapalu
NBMUS0Q070,barbconv
NBMUS0Q080,barbehre
NBMUS0Q0K0,barbungu
NBMUS0Q0Q0,barbindi
NBMUS0R050,bartpomi
NBMUS0W010,bracsubu
NBMUS0Z1J0,bracacum
NBMUS0Z020,bracacut
NBMUS0Z060,braccalc
NBMUS0Z0A0,bracdiga
NBMUS0Z0K0,bracoxyc
NBMUS0Z0L0,bracplum
NBMUS0Z0P0,bracrivu
NBMUS0Z0R0,bracruta
NBMUS0Z0S0,bracsale
NBMUS11010,brotlean
NBMUS12010,brotrecu
NBMUS13050,brucdrum
NBMUS130B0,bructexa
NBMUS130D0,brucsull
NBMUS14010,bryhgram
NBMUS14011,bryhgramgram
NBMUS14030,bryhnova
NBMUS15010,bryoille
NBMUS18010,bryorecu
NBMUS18040,bryoferr
NBMUS1A070,bryuarge
NBMUS1A0D0,bryucaes
NBMUS1A0G0,bryucapi
NBMUS1A0L0,imbrgemm
NBMUS1A0Z0,bryupseu
NBMUS1A1J0,bryulisa
NBMUS1A1J1,bryulisacusp
NBMUS1A1N0,bryubico
NBMUS1B010,buxbaphy
NBMUS1B020,buxbmina
NBMUS1C010,callhald
NBMUS1F010,callcord
NBMUS1F080,callstra
NBMUS1J030,campchry
NBMUS1J050,camphisp
NBMUS1J060,camppoly
NBMUS1J070,campradi1
NBMUS1J083,campstel
NBMUS1K050,campflex
NBMUS1K0L0,campsuri
NBMUS1N040,cerapurp
NBMUS1Q030,cirrpili
NBMUS1S010,clasparv
NBMUS1T040,climamer
NBMUS1T020,climdend
NBMUS1U010,conacomp
NBMUS1W030,cratfili
NBMUS1Z020,crypglom
NBMUS1Z030,crypnerv
NBMUS20010,ctenmoll
NBMUS250C0,desmport
NBMUS26010,dichcapi
NBMUS28040,dicrhete
NBMUS28090,dicrrufe
NBMUS280P0,dicrvari
NBMUS29010,dicraspe
NBMUS29020,dicrdenu
NBMUS2A020,dicrcris
NBMUS2B030,dicrbonj
NBMUS2B060,dicrflag
NBMUS2B080,dicrfulv
NBMUS2B090,dicrfusc
NBMUS2B0D0,dicrmont
NBMUS2B0E0,dicrmueh
NBMUS2B0G0,dicrpoly
NBMUS2B0K0,dicrscop
NBMUS2B0M0,dicrspur
NBMUS2B0Q0,dicrviri
NBMUS2B0T0,dicrcond
NBMUS2C070,didytoph
NBMUS2C0B1,didyfall
NBMUS2C0B2,didyfallrefl
NBMUS2D020,diphfoli
NBMUS2G040,ditrline
NBMUS2G060,ditrpall
NBMUS2G070,ditrpusi
NBMUS2J030,drepadun
NBMUS2J011,drepadunadun
NBMUS2J014,drepadunpoly
NBMUS2K010,drumpror
NBMUS2M070,encaproc
NBMUS2N010,entobrev
NBMUS2N020,entoclad
NBMUS2N050,entomacr
NBMUS2N060,entosedu
NBMUS2N070,entosull
NBMUS2Q020,ephecras
NBMUS2Q030,epheserr
NBMUS2U010,eurhhian
NBMUS2U040,eurhpulc
NBMUS2V010,fabrcili
NBMUS2W010,fissadia
NBMUS2W2B0,fissbryo
NBMUS2W0D0,fissfont
NBMUS2W0F0,fissgran
NBMUS2W2C0,fissobtu
NBMUS2W0T0,fissosmu
NBMUS2W0Y0,fissrave
NBMUS2W100,fisssubb
NBMUS2W2E0,fisstaxi
NBMUS2W230,fisscris
NBMUS2X040,fontdale
NBMUS2X050,fontfili
NBMUS2X060,fontflac
NBMUS2X0D0,fontnova
NBMUS2X0D1,fontnovacymb
NBMUS2X0D3,fontnovanova
NBMUS2Y030,forstric
NBMUS2Y040,forsprod
NBMUS2Z040,funaflav
NBMUS2Z050,funahygr
NBMUS2Z0B0,funacalv
NBMUS32010,grimaffi
NBMUS320N0,grimlaev
NBMUS320V0,grimolne
NBMUS320Z0,grimpili
NBMUS32190,grimunic
NBMUS32360,grimalpe
NBMUS35010,gymnaeru
NBMUS35020,gymncalc
NBMUS3A010,hapltris
NBMUS3B010,hedwcili
NBMUS3C020,helopalu
NBMUS3D010,herptocc
NBMUS3E020,herzstri
NBMUS3E030,herzturf
NBMUS3F020,hetemaco
NBMUS3G010,heteaffi
NBMUS3H011,homatrictric
NBMUS3J010,homashar
NBMUS3K010,homasubc
NBMUS3M010,homoadna
NBMUS3N010,hookacut
NBMUS3R010,hygrfluv
NBMUS3R030,hygrtena
NBMUS3R031,hygrtenaspin
NBMUS3S030,hygrclos
NBMUS3S050,hygreugy
NBMUS3S080,hygrmoll
NBMUS3S0A0,hygrochr
NBMUS3S0A2,hygrochrflac
NBMUS3S0A3,hygrochrochr
NBMUS3S0E0,hygrnova
NBMUS3T030,hylosple
NBMUS3U010,hyopinvo
NBMUS3V050,hypncupr
NBMUS3V051,hypncuprcupr
NBMUS3V052,hypncuprfili
NBMUS3V054,hypncuprsubj
NBMUS3V060,hypncurv
NBMUS3V080,hypnfert
NBMUS3V0B0,hypnimpo
NBMUS3V0C0,hypnlind
NBMUS3V0D0,hypnpall
NBMUS3V0F0,hypnprat
NBMUS3X010,isopmuel
NBMUS3Y050,isoptene
NBMUS43010,leptpyri
NBMUS44040,leptripa
NBMUS44080,lepthumi
NBMUS46010,leptvitisulp
NBMUS48020,leskgrac
NBMUS48030,leskobsc
NBMUS48040,leskpoly
NBMUS4A010,leucalbi
NBMUS4A030,leucglau
NBMUS4B010,leucbrac
NBMUS4B011,leucbracandr
NBMUS4B012,leucbracbrac
NBMUS4B020,leucjula
NBMUS4E010,lindbrac
NBMUS4P010,micraust
NBMUS4S0B0,mniuhorn
NBMUS4S0G0,mniumarg
NBMUS4S0S0,mniustel
NBMUS4S0T0,mniuthom
NBMUS4U020,myursibi
NBMUS4W010,neckcomp
NBMUS4W030,neckpenn
NBMUS52010,oncoraue
NBMUS56090,orthexig
NBMUS560K0,orthobtu
NBMUS560L0,orthohio
NBMUS560Q0,orthpumi
NBMUS560R0,orthpusi
NBMUS560X1,ortheleg
NBMUS560Y0,orthstel
NBMUS560Z0,orthstra
NBMUS5A020,paralong
NBMUS5B010,phascusp
NBMUS5C020,philfont
NBMUS5C021,philfontamer
NBMUS5C022,philfontcaes
NBMUS5C025,philfontfont
NBMUS5C050,phillong
NBMUS5C060,philmarc
NBMUS5C070,philmueh
NBMUS5E010,physpyri
NBMUS5J010,plagcavi
NBMUS5J020,plagdent
NBMUS5J030,plaglaet
NBMUS5J040,plaglate
NBMUS5K010,platconf
NBMUS5K030,platminu
NBMUS5K040,platsubt
NBMUS5L020,platrepe
NBMUS5M060,pleusubu
NBMUS5N010,pleusqua
NBMUS5Q010,pleuschr
NBMUS5R020,pogobrac
NBMUS5R050,pogopens
NBMUS5S010,pohlanno
NBMUS5S070,pohlcrud
NBMUS5S0B0,pohlelon
NBMUS5S0E0,pohllesc
NBMUS5S0D0,pohlnuta
NBMUS5S0T0,pohlwahl
NBMUS5T130,polycomm2
NBMUS5T021,polyformdens
NBMUS5T030,polyjuni
NBMUS5T040,polylong
NBMUS5T060,polyohio
NBMUS5T080,polypili
NBMUS5T0A0,polystri
NBMUS63010,pterfili
NBMUS66010,ptilcris
NBMUS67010,ptycdrum
NBMUS67030,ptycincu
NBMUS68010,pylaintr
NBMUS68030,pylaselw
NBMUS6A010,rhabcren
NBMUS6A020,rhabcris
NBMUS6B010,racoacic
NBMUS6B060,racofasc
NBMUS6B070,racohete
NBMUS6B0D0,racomicr
NBMUS6B180,codradun
NBMUS6F010,rhodrose
NBMUS6J030,rhyttriq
NBMUS6L010,rhytrugo
NBMUS6Q020,schlrugi
NBMUS6R010,schwfabr
NBMUS6Y010,semaadna
NBMUS6Y030,semademi
NBMUS6Y040,semamary
NBMUS6Z050,sphacapi
NBMUS6Z070,sphacomp
NBMUS6Z080,sphacusp
NBMUS6Z090,sphacycl
NBMUS6Z0A0,sphafimb
NBMUS6Z0C0,sphaflav
NBMUS6Z0D0,sphafusc
NBMUS6Z0E0,sphagirg
NBMUS6Z0F0,sphahenr
NBMUS6Z570,sphamacr
NBMUS6Z0L2,sphamacrmacr
NBMUS6Z0M0,sphamage
NBMUS6Z0R0,sphamoll
NBMUS6Z0T0,sphapalu
NBMUS6Z0U0,sphapapi
NBMUS6Z0W0,sphaperi
NBMUS6Z0Y0,sphaport
NBMUS6Z0Z0,sphapulc
NBMUS6Z560,sphaquin
NBMUS6Z120,spharecu
NBMUS6Z140,spharuss
NBMUS6Z170,sphastri2
NBMUS6Z190,sphasubn
NBMUS6Z1A3,sphasubs
NBMUS6Z1C0,sphatene
NBMUS6Z1E0,sphatorr
NBMUS6Z1J0,sphabart
NBMUS6Z1S0,sphacaro
NBMUS6Z1T0,sphacont1
NBMUS6Z1U0,sphasubt2
NBMUS6Z1V0,sphaangu
NBMUS6Z1W0,sphaflex
NBMUS6Z1X0,sphalesc
NBMUS6Z1Z0,spharube
NBMUS6Z200,sphatrin
NBMUS6Z210,sphaaffi
NBMUS6Z230,sphafall
NBMUS6Z250,sphainun
NBMUS71030,splapenn
NBMUS76020,syrrinco
NBMUS76060,syrrtexa
NBMUS77020,taxidepl
NBMUS77030,taxitaxi
NBMUS7B020,tetrpell
NBMUS7D010,thamalle
NBMUS7E010,thelaspr
NBMUS7E020,thelhirt
NBMUS7E030,thellesc
NBMUS7F030,thuideli
NBMUS7F070,thuireco
NBMUS7F0A0,thuiphil
NBMUS7G020,timmmega
NBMUS7K040,torthumi
NBMUS7K120,torttort
NBMUS7L0B0,tortfrag
NBMUS7L0G0,tortmura
NBMUS7L0K0,tortpago
NBMUS7L0L0,tortpapi
NBMUS7L0V0,syntamph
NBMUS7M010,tremambi
NBMUS7M040,tremlong
NBMUS7T010,ulotcoar
NBMUS7T020,ulotcris
NBMUS7T050,ulothutc
NBMUS7T051,ulothutchutc
NBMUS7T052,ulothutcrufe
NBMUS7X020,weiscont
NBMUS7Z060,zygoviri
NBMUS7Z061,zygovirirupe
NBMUS7Z062,zygoviriviri
NBMUS80010,anomfili
NBMUS81010,plagelli
NBMUS81030,plagcili
NBMUS81050,plagcusp
NBMUS81080,plagrost
NBMUS81090,plagmedi
NBMUS82010,pseudist
